symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
ETHBTC,-0.00009000,-0.165,0.05432552,0.05444000,0.05435000,0.11050000,0.05434000,58.14020000,0.05435000,23.66500000,0.05444000,0.05483000,0.05388000,42492.65880000,2308.43591545,1697729087630,1697815487630,424086853,424140257,53405
LTCBTC,0.00000800,0.373,0.00214291,0.00214500,0.00215200,0.37200000,0.00215100,6.41600000,0.00215200,277.83400000,0.00214400,0.00216000,0.00212100,37997.47300000,81.42504151,1697729084007,1697815484007,93822763,93832161,9399
BNBBTC,-0.00015600,-2.116,0.00727147,0.00737100,0.00721600,0.46900000,0.00721600,10.95400000,0.00721700,44.23500000,0.00737200,0.00738200,0.00715000,37158.44100000,270.19635795,1697729078826,1697815478826,227895091,227933968,38878
NEOBTC,-0.00000250,-1.076,0.00022986,0.00023240,0.00022980,0.71000000,0.00022970,80.11000000,0.00022990,54.81000000,0.00023230,0.00023240,0.00022650,30252.64000000,6.95391924,1697729087121,1697815487121,45562564,45564255,1692
QTUMETH,0.00003200,2.356,0.00138644,0.00136200,0.00139000,62.10000000,0.00138800,61.40000000,0.00139600,21.90000000,0.00135800,0.00140000,0.00135200,1252.40000000,1.73637960,1697728996920,1697815396920,5404054,5404100,47
EOSETH,0.00000000,0.000,0.00034345,0.00034220,0.00034180,1715.50000000,0.00034160,739.40000000,0.00034220,125.60000000,0.00034180,0.00034640,0.00033920,24189.10000000,8.30775872,1697729085396,1697815485396,23503138,23503358,221
SNTETH,0.00000060,3.819,0.00001625,0.00001553,0.00001631,568.00000000,0.00001617,3851.00000000,0.00001624,7482.00000000,0.00001571,0.00001682,0.00001556,1585915.00000000,25.76489678,1697729029638,1697815429638,3918757,3919077,321
BNTETH,-0.00000490,-1.296,0.00037294,0.00037590,0.00037320,103.70000000,0.00037260,167.00000000,0.00037340,42.80000000,0.00037810,0.00038750,0.00036430,93711.30000000,34.94877359,1697729088613,1697815488613,2255886,2256651,766
BCCBTC,0.00000000,0.000,0.00000000,0.07908100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
GASBTC,0.00000000,0.000,0.00007877,0.00007920,0.00007910,276.40000000,0.00007910,102.50000000,0.00007920,187.80000000,0.00007910,0.00007990,0.00007730,11756.30000000,0.92607663,1697729074605,1697815474605,20855931,20856668,738
BNBETH,-0.00270000,-1.994,0.13381365,0.13550000,0.13270000,2.51300000,0.13270000,1.34800000,0.13280000,2.07700000,0.13540000,0.13550000,0.13240000,8522.78900000,1140.46553400,1697729080226,1697815480226,56516533,56523751,7219
BTCUSDT,970.89000000,3.395,29325.92273503,28597.21000000,29568.10000000,0.03858000,29568.10000000,3.02247000,29568.11000000,10.45699000,28597.21000000,30207.55000000,28457.56000000,63300.33590000,1856340759.70509870,1697729089121,1697815489121,3245547302,3247674509,2127208
ETHUSDT,50.07000000,3.215,1592.59522182,1557.21000000,1607.28000000,3.24690000,1607.28000000,71.52370000,1607.29000000,69.64130000,1557.21000000,1630.40000000,1556.54000000,336886.61410000,536524011.90929100,1697729088863,1697815488863,1212170513,1212856295,685783
HSRBTC,0.00000000,0.000,0.00000000,0.00041400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
OAXETH,0.00000000,0.000,0.00000000,0.00017780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
DNTETH,0.00000000,0.000,0.00000000,0.00002801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MCOETH,0.00000000,0.000,0.00000000,0.00577200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ICNETH,0.00000000,0.000,0.00000000,0.00166300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MCOBTC,0.00000000,0.000,0.00000000,0.00021140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
WTCBTC,-0.00000005,-0.992,0.00000504,0.00000503,0.00000499,81.00000000,0.00000499,84.00000000,0.00000502,478.00000000,0.00000504,0.00000517,0.00000493,283238.00000000,1.42799143,1697728860201,1697815260201,20246775,20247256,482
WTCETH,0.00000000,0.000,0.00000000,0.00023700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
LRCBTC,0.00000006,1.070,0.00000563,0.00000561,0.00000567,52.00000000,0.00000565,17087.00000000,0.00000567,4517.00000000,0.00000561,0.00000568,0.00000557,290018.00000000,1.63162493,1697729078990,1697815478990,22128570,22128899,330
LRCETH,0.00000149,1.451,0.00010341,0.00010292,0.00010416,2857.00000000,0.00010394,598.00000000,0.00010441,1667.00000000,0.00010267,0.00010469,0.00010206,18304.00000000,1.89288367,1697729073898,1697815473898,4720520,4720574,55
QTUMBTC,0.00000140,1.889,0.00007505,0.00007410,0.00007550,174.80000000,0.00007540,7.10000000,0.00007560,424.70000000,0.00007410,0.00007620,0.00007380,9366.70000000,0.70295390,1697729083791,1697815483791,24090401,24091013,613
YOYOBTC,0.00000000,0.000,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
OMGBTC,0.00000000,0.000,0.00000000,0.00003080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
OMGETH,0.00000000,0.000,0.00000000,0.00079100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ZRXBTC,-0.00000023,-3.134,0.00000717,0.00000729,0.00000711,453.00000000,0.00000710,720.00000000,0.00000712,3101.00000000,0.00000734,0.00000737,0.00000697,463416.00000000,3.32054365,1697729081748,1697815481748,25447347,25448509,1163
ZRXETH,0.00000000,0.000,0.00000000,0.00009940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
STRATBTC,0.00000000,0.000,0.00000000,0.00003085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
STRATETH,0.00000000,0.000,0.00000000,0.00105300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SNGLSBTC,0.00000000,0.000,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SNGLSETH,0.00000000,0.000,0.00000000,0.00005306,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BQXBTC,0.00000000,0.000,0.00000000,0.00008703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BQXETH,0.00000000,0.000,0.00000000,0.00126350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
KNCBTC,-0.00000077,-3.451,0.00002165,0.00002224,0.00002154,76.00000000,0.00002150,314.20000000,0.00002156,146.10000000,0.00002231,0.00002234,0.00002124,231213.10000000,5.00466899,1697729083396,1697815483396,20291473,20293052,1580
KNCETH,0.00000000,0.000,0.00000000,0.00039410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
FUNBTC,0.00000000,0.000,0.00000000,0.00000029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
FUNETH,-0.00000081,-23.143,0.00000309,0.00000349,0.00000269,2053.00000000,0.00000267,225713.00000000,0.00000269,419214.00000000,0.00000350,0.00000367,0.00000258,86553036.00000000,267.48732611,1697729075332,1697815475332,3206605,3210802,4198
SNMBTC,-0.00000069,-54.762,0.00000098,0.00000127,0.00000057,46703.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000126,0.00000147,0.00000055,26662465.00000000,26.13502488,1692586803266,1692673203266,14644423,14651718,7296
SNMETH,0.00000000,0.000,0.00000000,0.00004986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
NEOETH,-0.00003700,-0.868,0.00422340,0.00426900,0.00422800,1.79000000,0.00422700,2.50000000,0.00423300,13.63000000,0.00426500,0.00427400,0.00415100,2250.50000000,9.50475575,1697729059583,1697815459583,11355146,11355690,545
IOTABTC,-0.00000010,-2.020,0.00000491,0.00000493,0.00000485,1529.00000000,0.00000484,15520.00000000,0.00000486,41258.00000000,0.00000495,0.00000495,0.00000479,812610.00000000,3.99065364,1697729080032,1697815480032,34365071,34365480,410
IOTAETH,-0.00000130,-1.436,0.00008982,0.00009070,0.00008920,35.00000000,0.00008910,2166.00000000,0.00008950,23.00000000,0.00009050,0.00009050,0.00008860,81800.00000000,7.34713080,1697729083976,1697815483976,7783824,7783893,70
LINKBTC,0.00000010,0.039,0.00025604,0.00025740,0.00025770,15.20000000,0.00025760,743.71000000,0.00025780,256.65000000,0.00025760,0.00025860,0.00025400,182243.77000000,46.66103937,1697729088652,1697815488652,89950837,89958337,7501
LINKETH,0.00000900,0.190,0.00471664,0.00472900,0.00474200,0.40000000,0.00473900,82.26000000,0.00474300,125.22000000,0.00473300,0.00476000,0.00464800,22902.43000000,108.02259081,1697729087254,1697815487254,20395571,20397419,1849
XVGBTC,0.00000000,0.000,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XVGETH,-0.00000002,-0.985,0.00000201,0.00000202,0.00000201,1308.00000000,0.00000201,92542.00000000,0.00000202,11291.00000000,0.00000203,0.00000204,0.00000200,430903.00000000,0.86726777,1697729079032,1697815479032,11232251,11232285,35
SALTBTC,0.00000000,0.000,0.00000000,0.00004250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SALTETH,0.00000000,0.000,0.00000000,0.00113800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MDABTC,0.00000000,0.000,0.00000000,0.00000382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MDAETH,0.00000000,0.000,0.00000000,0.00181150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MTLBTC,0.00000055,1.261,0.00004303,0.00004367,0.00004417,15.90000000,0.00004420,76.60000000,0.00004427,179.70000000,0.00004362,0.00004430,0.00004263,159697.60000000,6.87252537,1697729068180,1697815468180,20585455,20586220,766
MTLETH,-0.00000210,-0.306,0.00067987,0.00068740,0.00068340,45.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00068550,0.00069230,0.00065730,4696.30000000,3.19288504,1693454410058,1693540810058,3097721,3097755,35
SUBBTC,0.00000000,0.000,0.00000000,0.00000457,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SUBETH,0.00000000,0.000,0.00000000,0.00012334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
EOSBTC,0.00000000,0.000,0.00001861,0.00001862,0.00001860,55.40000000,0.00001857,2351.70000000,0.00001859,2231.30000000,0.00001860,0.00001877,0.00001843,614590.90000000,11.43952786,1697729086391,1697815486391,74829262,74831116,1855
SNTBTC,0.00000002,2.326,0.00000088,0.00000085,0.00000088,31607.00000000,0.00000088,18080.00000000,0.00000089,538192.00000000,0.00000086,0.00000091,0.00000085,6667464.00000000,5.87211868,1697729089116,1697815489116,12663061,12664518,1458
ETCETH,0.00010000,1.059,0.00951541,0.00946000,0.00954000,2.51000000,0.00951000,176.58000000,0.00953000,51.92000000,0.00944000,0.00959000,0.00942000,1751.31000000,16.66443070,1697729077384,1697815477384,8671692,8672010,319
ETCBTC,0.00000300,0.583,0.00051612,0.00051400,0.00051800,19.11000000,0.00051700,295.82000000,0.00051800,660.96000000,0.00051500,0.00052000,0.00051200,27474.54000000,14.18027508,1697729089077,1697815489077,43909452,43911473,2022
MTHBTC,0.00000000,0.000,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MTHETH,0.00000000,0.000,0.00000000,0.00004135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ENGBTC,0.00000000,0.000,0.00000000,0.00006200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ENGETH,0.00000000,0.000,0.00000000,0.00186480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
DNTBTC,0.00000000,0.000,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ZECBTC,-0.00001300,-1.493,0.00087382,0.00086900,0.00085800,0.50300000,0.00085700,55.05500000,0.00085800,12.44600000,0.00087100,0.00088200,0.00085300,6431.69700000,5.62016757,1697729085264,1697815485264,28081806,28082308,503
ZECETH,-0.00012000,-0.752,0.01593578,0.01594000,0.01584000,33.09600000,0.01579000,0.02900000,0.01583000,6.37500000,0.01596000,0.01612000,0.01579000,285.59700000,4.55121139,1697729081531,1697815481531,3583878,3583972,95
BNTBTC,-0.00000022,-1.072,0.00002034,0.00002052,0.00002031,10.70000000,0.00002026,497.00000000,0.00002028,311.20000000,0.00002053,0.00002114,0.00001967,242445.50000000,4.93073581,1697729088448,1697815488448,8408809,8411030,2222
ASTBTC,-0.00000007,-2.465,0.00000281,0.00000284,0.00000277,2228.00000000,0.00000277,1.00000000,0.00000278,5369.00000000,0.00000284,0.00000291,0.00000272,657657.00000000,1.84940653,1697728881683,1697815281683,17609180,17609905,726
ASTETH,0.00000000,0.000,0.00000000,0.00006960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
DASHBTC,-0.00000200,-0.231,0.00086427,0.00086600,0.00086500,36.87400000,0.00086300,37.66000000,0.00086500,58.72600000,0.00086700,0.00087300,0.00085600,4069.83200000,3.51743659,1697729075791,1697815475791,27686613,27688095,1483
DASHETH,-0.00005000,-0.314,0.01585907,0.01596000,0.01588000,0.40000000,0.01587000,9.17700000,0.01595000,20.07900000,0.01593000,0.01611000,0.01579000,595.84200000,9.44950154,1697729074114,1697815474114,3896441,3896602,162
OAXBTC,0.00000046,8.171,0.00000584,0.00000564,0.00000609,245.00000000,0.00000610,180.00000000,0.00000613,735.00000000,0.00000563,0.00000621,0.00000543,2560559.00000000,14.96378789,1697729087720,1697815487720,16114709,16121738,7030
ICNBTC,0.00000000,0.000,0.00000000,0.00005742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BTGBTC,0.00000000,0.000,0.00000000,0.00091300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BTGETH,0.00000000,0.000,0.00000000,0.05274500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
EVXBTC,0.00000000,0.000,0.00000000,0.00000274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
EVXETH,0.00000000,0.000,0.00000000,0.00062490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
REQBTC,0.00000017,7.456,0.00000241,0.00000228,0.00000245,2623.00000000,0.00000244,4863.00000000,0.00000245,29320.00000000,0.00000228,0.00000262,0.00000226,5153799.00000000,12.44238812,1697729088702,1697815488702,13912175,13915877,3703
REQETH,0.00000000,0.000,0.00000000,0.00004995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
VIBBTC,0.00000028,15.730,0.00000187,0.00000177,0.00000206,1440.00000000,0.00000205,22744.00000000,0.00000207,9767.00000000,0.00000178,0.00000217,0.00000169,9323761.00000000,17.40168686,1697729085981,1697815485981,12553839,12559247,5409
VIBETH,0.00000000,0.000,0.00000000,0.00003450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
HSRETH,0.00000000,0.000,0.00000000,0.01247400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
TRXBTC,-0.00000004,-1.282,0.00000310,0.00000313,0.00000308,877.00000000,0.00000308,1340065.00000000,0.00000309,887010.00000000,0.00000312,0.00000316,0.00000304,20372710.00000000,63.12312007,1697729085892,1697815485892,69964100,69971197,7098
TRXETH,-0.00000067,-1.167,0.00005711,0.00005738,0.00005674,100.00000000,0.00005672,4365.00000000,0.00005675,41842.00000000,0.00005741,0.00005783,0.00005647,3886062.00000000,221.93262262,1697729088589,1697815488589,36522139,36526374,4236
POWRBTC,0.00000067,11.734,0.00000623,0.00000572,0.00000638,2903.00000000,0.00000638,1060.00000000,0.00000640,1202.00000000,0.00000571,0.00000661,0.00000567,1599981.00000000,9.96906200,1697729086349,1697815486349,16835064,16837102,2039
POWRETH,0.00001300,12.334,0.00011321,0.00010500,0.00011840,52.00000000,0.00011740,530.00000000,0.00011820,2152.00000000,0.00010540,0.00012180,0.00010450,293137.00000000,33.18496750,1697729079818,1697815479818,3151968,3152577,610
ARKBTC,0.00000000,0.000,0.00000000,0.00001679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ARKETH,0.00000000,0.000,0.00000000,0.00104600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
YOYOETH,0.00000000,0.000,0.00000000,0.00005828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XRPBTC,0.00000090,5.307,0.00001773,0.00001697,0.00001786,1700.00000000,0.00001785,6028.00000000,0.00001786,37629.00000000,0.00001696,0.00001847,0.00001689,52343595.00000000,927.89542885,1697729089152,1697815489152,156397095,156446152,49058
XRPETH,0.00001680,5.393,0.00032433,0.00031150,0.00032830,337.00000000,0.00032830,1342.00000000,0.00032840,188.00000000,0.00031150,0.00033850,0.00031020,3706866.00000000,1202.23558860,1697729089162,1697815489162,29857351,29870798,13448
MODBTC,0.00000000,0.000,0.00000000,0.00004280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MODETH,0.00000000,0.000,0.00000000,0.00116700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ENJBTC,-0.00000025,-3.434,0.00000714,0.00000724,0.00000703,229.00000000,0.00000703,1423.60000000,0.00000704,1036.70000000,0.00000728,0.00000729,0.00000697,411097.80000000,2.93700970,1697729073891,1697815473891,40347287,40348773,1487
ENJETH,-0.00000420,-3.127,0.00013048,0.00013320,0.00013010,476.60000000,0.00012930,720.20000000,0.00012990,1917.80000000,0.00013430,0.00013430,0.00012910,82502.70000000,10.76517165,1697729050378,1697815450378,7776728,7776878,151
STORJBTC,-0.00000020,-1.523,0.00001320,0.00001306,0.00001293,159.00000000,0.00001298,294.00000000,0.00001300,2260.00000000,0.00001313,0.00001382,0.00001270,783443.00000000,10.34490631,1697729078687,1697815478687,13769469,13771636,2168
STORJETH,0.00000000,0.000,0.00000000,0.00029910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BNBUSDT,2.50000000,1.186,212.89206301,210.70000000,213.30000000,0.14000000,213.30000000,903.28500000,213.40000000,255.09600000,210.80000000,216.60000000,210.00000000,395609.32800000,84222085.98480000,1697729087926,1697815487926,675207693,675354397,146705
VENBNB,0.00000000,0.000,0.00000000,0.14920000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
YOYOBNB,0.00000000,0.000,0.00000000,0.00059800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
POWRBNB,0.00000000,0.000,0.00000000,0.00385000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
VENBTC,0.00000000,0.000,0.00000000,0.00013928,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
VENETH,0.00000000,0.000,0.00000000,0.00325194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
KMDBTC,-0.00000007,-0.951,0.00000730,0.00000741,0.00000729,450.00000000,0.00000724,467.00000000,0.00000731,150.00000000,0.00000736,0.00000747,0.00000713,77732.00000000,0.56755320,1697729078016,1697815478016,14319135,14319407,273
KMDETH,0.00000000,0.000,0.00000000,0.00020970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
NULSBNB,0.00000000,0.000,0.00000000,0.01257000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RCNBTC,0.00000000,0.000,0.00000000,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RCNETH,0.00000000,0.000,0.00000000,0.00037604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RCNBNB,0.00000000,0.000,0.00000000,0.00347300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
NULSBTC,-0.00000013,-2.156,0.00000593,0.00000596,0.00000590,11586.00000000,0.00000589,1149.00000000,0.00000591,557.00000000,0.00000603,0.00000608,0.00000584,66090.00000000,0.39211062,1697728998362,1697815398362,14867953,14868126,174
NULSETH,0.00000000,0.000,0.00000000,0.00051926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RDNBTC,0.00000000,0.000,0.00000000,0.00000447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RDNETH,0.00000000,0.000,0.00000000,0.00071530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
RDNBNB,0.00000000,0.000,0.00000000,0.00623000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XMRBTC,-0.00005400,-1.020,0.00526117,0.00529300,0.00523900,0.88000000,0.00523700,0.10500000,0.00523800,4.00000000,0.00529300,0.00534000,0.00519600,27250.57700000,143.36991014,1697729088599,1697815488599,48800601,48813860,13260
XMRETH,-0.00086000,-0.886,0.09708261,0.09732000,0.09626000,1.44200000,0.09626000,5.76500000,0.09644000,0.42800000,0.09712000,0.09797000,0.09588000,2924.11600000,283.88082524,1697729088895,1697815488895,6251751,6252652,902
DLTBNB,0.00000000,0.000,0.00000000,0.00240000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
